"TERMN_ID","TERMN_STATN_NM","SBWL_NM","TERMN_ADDR","TERMN_TLNO","LSAT_CNTR_TLNO","TERMN_FXNO","TERMN_EMADD","TERMN_HMPG_URL","TERMN_TPCD","TRNSO_MEAN_TPCD","TERMN_XCRD","TERMN_YCRD","CITY_CD","ROAD_NM_ADDR","DATA_CONNO","OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
4000131,홍성종합터미널,홍성,충청남도 홍성군 홍성읍 고암리 1042,"1688-2115","","","","","0","4",281747,445257,"3160",충청남도 홍성군 홍성읍 조양로247번길 9,1019,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000132,청주공항정류소,청주공항,충청북도 청주시 청원구 내수읍 입상리 산9-2,"043-210-6114","","","","","0","4",355122,458011,"11000",충청북도 청주시 청원구 내수읍 오창대로 980,1020,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000133,청주여객북부정류소,북청주,충청북도 청주시 청원구 우암동 323-21,"1688-4321","","","","","0","4",354327,450060,"11000",충청북도 청주시 청원구 직지대로 874-2,1021,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000134,광양터미널,광양,전라남도 광양시 광양읍 인동리 413,"070-4457-1090","","","",http://new.gwangyang.go.kr/include/culture/sub05/a01_03.jsp?page_num=b01,"0","4",362527,263599,"5010",전라남도 광양시 광양읍 순광로 688,1022,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000135,광주종합버스터미널,광주,광주광역시 서구 광천동 49-1,"062-360-8114","","","",http://www.usquare.co.kr,"0","4",298100,285161,"5000",광주광역시 서구 무진대로 904,1023,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000136,김천공용버스터미널,김천,경상북도 김천시 성내동 38-1,"1688-7954","","","",http://www.gc.go.kr/culture/page.htm?mnu_siteid=tour&mnu_uid=2045,"0","4",410835,391481,"4040",경상북도 김천시 자산로 152-8,1024,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000137,영주종합터미널,영주,경상북도 영주시 가흥동 703-3,"054-631-1006","","","","","0","4",454234,469701,"4080",경상북도 영주시 구성로 417,1025,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000138,덕과정류소,덕과,전라북도 남원시 덕과면 고정리,"","","","","","0","4",341398,324378,"9030",,1026,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000139,시흥종합버스터미널,시흥,경기도 시흥시 정왕동 1745-6,"031-434-8686","","","","","0","4",288185,527490,"1140",경기도 시흥시 옥구공원로 225,1027,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000140,진안시외버스공용정류장,진안,전라북도 진안군 진안읍 군상리 403-19,"063-433-2508","","","","","0","4",348765,354845,"9130",전라북도 진안군 진안읍 진무로 1120,1028,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000142,회진시외버스터미널,회진,전라남도 장흥군 회진면 회진리 1896-7,"061-867-6151","","","","","0","4",302760,210220,"5180",전라남도 장흥군 회진면 회진로 425,1029,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000143,태안공용버스터미널,태안,충청남도 태안군 태안읍 남문리 701,"1688-2110","","","","","0","4",248670,462091,"3150",충청남도 태안군 태안읍 동백로 304,1030,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000144,영암여객자동차터미널,영암,전라남도 영암군 영암읍 남풍리 4-1,"061-473-3355","","","","","0","4",281484,245044,"5150",전라남도 영암군 영암읍 동문로 8,1031,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000145,완도공용버스터미널,완도,전라남도 완도군 완도읍 군내리 1230,"061-552-1500","","","",http://tour.wando.go.kr/phps/menu/menu.php?S=S02&M=040104000000,"0","4",284696,191940,"5160",전라남도 완도군 완도읍 개포로130번길 20,1032,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000146,부안시외버스터미널,부안,전라북도 부안군 부안읍 봉덕리 574-13,"1666-2429","","","","","0","4",285922,348206,"9080",전라북도 부안군 부안읍 석정로 210,1033,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000147,청양시외버스터미널,청양,충청남도 청양군 청양읍 읍내리 208-4,"041-943-7345","","","","","0","4",292941,428602,"3140",충청남도 청양군 청양읍 중앙로 142,1034,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000148,정읍시외버스공용터미널,정읍,전라북도 정읍시 연지동 312-12,"1688-6676","","","","","0","4",295553,330997,"9050",전라북도 정읍시 연지1길 46-4,1035,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000149,예산종합터미널,예산,충청남도 예산군 예산읍 산성리 647,"041-333-2921","","","","","0","4",295855,455453,"3130",충청남도 예산군 예산읍 금오대로 35-14,1036,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000150,안산버스터미널,안산,경기도 안산시 상록구 성포동 590,"1666-1837","","","",http://www.ansan-busterminal.co.kr/,"0","4",297932,524500,"1040",경기도 안산시 상록구 항가울로 410,1037,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000151,순창공용버스터미널,순창,전라북도 순창군 순창읍 순화리 114-9,"063-653-2186","","","","","0","4",322169,308957,"9090",전라북도 순창군 순창읍 장류로 355,1038,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000152,고흥공용버스터미널,고흥,전라남도 고흥군 고흥읍 서문리 218-11,"061-833-0009","","","","","0","4",334259,223502,"5070",전라남도 고흥군 고흥읍 터미널길 25,1039,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000153,벌교버스공용터미널,벌교,전라남도 보성군 벌교읍 회정리 432,"061-857-2149","","","","","0","4",340827,250179,"5120",전라남도 보성군 벌교읍 조정래길 2-8,1040,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000154,금산시외버스터미널,금산,충청남도 금산군 금산읍 상리 34 - 10,"041-754-4854","","","",http://www.geumsan.go.kr/open_content/life/economics/4550000-arc-1.0-1428.jsp?a_site=31,"0","4",354334,389576,"3080",충청남도 금산군 금산읍 후곤천길 77,1041,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000155,점촌시외고속버스터미널,점촌,경상북도 문경시 모전동 115-2,"1688-7710","","","","","0","4",417408,442807,"4050",경상북도 문경시 모전로 54,1042,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000156,부산종합버스터미널,부산,부산광역시 금정구 노포동 133,"1577-9956","","","",http://www.bxt.co.kr,"0","4",499844,298961,"7000",부산광역시 금정구 중앙대로 2238,1043,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000157,공주종합버스터미널,공주,충청남도 공주시 신관동 609,"1666-8401","","","",http://www.kumhoexpress.co.kr,"0","4",322662,430083,"3020",충청남도 공주시 신관로 74,1044,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000158,나주시외버스터미널,나주,전라남도 나주시 중앙동 95-2,"061-332-8189","","","",https://njt5050.modoo.at/,"0","4",283536,271300,"5020",전라남도 나주시 나주로 190,1045,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000159,여수종합버스터미널,여수,전라남도 여수시 오림동 390,"1666-6977","","","","","0","4",374286,240029,"5050",전라남도 여수시 좌수영로 268,1046,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000160,녹동버스공용터미널,녹동,전라남도 고흥군 도양읍 봉암리 1613-1,"061-842-2706","","","","","0","4",321163,215334,"5070",전라남도 고흥군 도양읍 천마로 57,1047,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000161,무안공용버스터미널,무안,전라남도 무안군 무안읍 성동리 873-11,"1668-2518","","","","","0","4",261265,266557,"5110",전라남도 무안군 무안읍 무안로 497-1,1048,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000162,함평공용터미널,함평,전라남도 함평군 함평읍 기각리 988-1,"061-322-0660","","","","","0","4",265506,274706,"5200",전라남도 함평군 함평읍 중앙길 46,1049,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000163,중마버스터미널,동광양,전라남도 광양시 중동 1732-2,"061-795-8289","","","",http://www.gwangyang.go.kr/01kr/lifemap/03/index0102.jsp,"0","4",372730,259767,"5010",전라남도 광양시 공영로 91,1050,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000165,아산시외버스터미널,온양,충청남도 아산시 모종동 555-9,"1688-9311","","","",http://www.asan.go.kr/portal/traffic_3.asp,"0","4",312359,465258,"3060",충청남도 아산시 번영로 225,1051,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000166,대전청사시외버스둔산정류소,둔산,대전광역시 서구 둔산2동 920,"042-486-7788","","","",http://traffic.metro.daejeon.kr/common/layout/sub_layout_01.jsp?mc1=03&mc2=05&mc3=00,"0","4",344534,418048,"3000",대전광역시 서구 청사로 189,1052,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000167,송도시외버스환승센터,송도,인천광역시 연수구 송도동 91,"070-4166-1540","","","","","0","4",279799,532548,"2000",,1053,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000168,삼호버스종합터미널,삼호,전라남도 영암군 삼호읍 용앙리 12,"061-462-6333","","","","","0","4",260781,239685,"5150",전라남도 영암군 삼호읍 삼호중앙로 246,1054,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000169,영천시외버스터미널,영천,경상북도 영천시 금노동 584-3,"1666-0016","","","","","0","4",483863,373791,"4090",경상북도 영천시 강변로 44,1055,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000170,구미종합버스터미널,구미,경상북도 구미시 원평동 1073-1,"1688-5655","","","","","0","4",431891,391430,"4030",경상북도 구미시 송원동로 72,1056,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000171,보은시외버스터미널,보은,충청북도 보은군 보은읍 삼산리 17,"043-542-0160","","","","","0","4",375262,431403,"11030",충청북도 보은군 보은읍 삼산남로 8,1057,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000172,용인공용버스터미널,용인,경기도 용인시 처인구 김량장동 23-1,"031-338-4444","","","","","0","4",330065,514851,"1130",경기도 용인시 처인구 중부대로 1486,1058,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000173,예천시외버스정류장,예천,경상북도 예천군 예천읍 대심리 66-1,"054-654-3798","","","","","0","4",439815,449785,"4170",경상북도 예천군 예천읍 충효로 165,1059,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000174,오산역환승센터,오산,경기도 오산시 오산동 603-160,"031-377-3215","","","",http://osanterminal.hihome.com/,"0","4",317309,505353,"1210",경기도 오산시 역광장로 59,1060,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000175,의정부시외버스터미널,의정부,경기도 의정부시 금오동 369-5,"1688-0314","","","",http://uijeongbuterminal.co.kr/,"0","4",316924,571821,"1090",경기도 의정부시 동일로 640,1061,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000176,이천종합터미널,이천,경기도 이천시 중리동 219-1,"1688-3320","","","","","0","4",351148,519682,"1300",경기도 이천시 이섭대천로 1200,1062,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000177,장유정류소,장유,경상남도 김해시 무계동 166,"","","","","","0","4",474303,289471,"7020",,1063,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000178,화순시외버스공용정류장,화순,전라남도 화순군 화순읍 삼천리 738,"061-374-2254","","","","","0","4",307449,273537,"5220",전라남도 화순군 화순읍 시장길 7,1064,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000179,장승포시외버스터미널,장승포,경상남도 거제시 장승포동 687,"1688-0078","","","","","0","4",467015,253250,"7010",경상남도 거제시 장승로 98,1065,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000181,장흥시외버스터미널,장흥,전라남도 장흥군 장흥읍 건산리 382,"061-863-9036","","","",http://travel.jangheung.go.kr/html/HtmlView.jsp?menu_cd=050303,"0","4",300277,231560,"5180",전라남도 장흥군 장흥읍 중앙로1길 8,1066,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000182,익산공용버스터미널,익산,전라북도 익산시 평화동 247-6,"063-843-5100","","","",http://www.iksan.go.kr/cms/cms.bogo?siteid=IKSAN&menuid=MENU01020300&setupid=IKSAN01020300,"0","4",304884,370630,"9040",전라북도 익산시 익산대로 56,1067,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000183,화정터미널,화정,경기도 고양시 덕양구 화정동 974,"1577-9884","","","",http://www.hwajungterminal.co.kr/,"0","4",297258,559736,"1020",경기도 고양시 덕양구 화신로260번길 74,1068,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000184,신갈고속시외버스정류소,신갈,경기도 용인시 기흥구 신갈동 467-21,"031-284-3180","","","","","0","4",320759,519209,"1130",,1069,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000185,신복환승센터,신복,울산광역시 남구 무거동 327-21,"052-247-5777","","","","","0","4",514726,328667,"6000",울산광역시 남구 북부순환도로1번길 1-1,1070,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000186,고현버스터미널,고현,경상남도 거제시 고현동 979-2,"1688-5003","","","","","0","4",457255,254908,"7010",경상남도 거제시 고현천로 10,1071,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000187,세종고속시외버스터미널,세종,세종특별자치시 대평동 269-19,"070-4904-3262","","","","","0","4",335025,430134,"3300",세종특별자치시 갈매로 37-12,1072,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000189,구리시외버스정류장,구리,경기도 구리시 인창동,"","","","","","0","4",324510,555859,"1080",,1073,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000193,양양시외종합터미널,양양,강원도 양양군 양양읍 남문리 3-52,"033-671-4411","","","","","0","4",455102,608479,"10160",강원도 양양군 양양읍 양양로 25,1074,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000197,내포신도시고속시외버스정류소,내포신도시,충청남도 예산군 삽교읍 목리,"","","","","","0","4",281345,451710,"3130",,1075,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000207,대덕공용버스터미널,대덕,전라남도 장흥군 대덕읍 연정리 413-6,"061-867-1059","","","","","0","4",298344,211738,"5180",전라남도 장흥군 대덕읍 대대로 954,1076,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000208,관산공용버스터미널,관산,전라남도 장흥군 관산읍 남송리 30-31,"061-867-2896","","","","","0","4",302617,219175,"5180",전라남도 장흥군 관산읍 관산로 121-12,1077,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000211,가야합동버스정류장,가야,경상남도 합천군 가야면 야천리 454-4,"","","","","","0","4",412765,351259,"7200",경상남도 합천군 가야면 가야시장로 73,1078,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000214,동곡공용버스터미널,동곡,경상북도 청도군 금천면 동곡리,"","","","","","0","4",480799,344131,"4210",,1079,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000215,대천공용버스터미널,대천,경상북도 청도군 운문면 대천리 1462-119,"054-371-0125","","","","","0","4",482912,346686,"4210",,1080,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000216,임포공용버스터미널,임포,경상북도 영천시 북안면 임포리 328-1,"054-333-6816","","","","","0","4",491232,369206,"4090",,1081,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000221,김해공항정류소,김해공항,부산광역시 강서구 대저2동,"1661-2626","","","","","0","4",486493,286380,"7000",,1082,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000224,흥덕공용버스터미널,흥덕,전라북도 고창군 흥덕면 흥덕리 172-13,"063-561-6067","","","","","0","4",282219,325152,"9060",전라북도 고창군 흥덕면 선운대로 3722,1083,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000225,문장공영터미널,문장,전라남도 함평군 해보면 문장리 826,"061-323-0068","","","","","0","4",273191,287800,"5200",전라남도 함평군 해보면 해삼로 364-4,1084,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000226,영산포공용버스터미널,영산포,전라남도 나주시 이창동 191,"061-332-0017","","","","","0","4",282692,266981,"5020",전라남도 나주시 예향로 3803,1085,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000227,여천시외버스정류장,여천,전라남도 여수시 선원동 1287-1,"1666-4664","","","","","0","4",368337,242184,"5050",,1086,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000229,과역공용버스터미널,과역,전라남도 고흥군 과역면 과역리 70-4,"061-832-9627","","","","","0","4",341654,231314,"5070",전라남도 고흥군 과역면 무궁화길 5,1087,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000230,정산합동정류소,정산,충청남도 청양군 정산면 서정리,"041-942-0021","","","","","0","4",306047,423968,"3140",,1088,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000231,혁신도시임시정류소,혁신도시,전라남도 나주시 빛가람동 4-840,"","","","","","0","4",289235,269345,"5020",,1089,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000251,창원역시외.고속버스정류소,창원역,경상남도 창원구 의창구 팔용동,"","","","","","2","6",455425,295477,"7090",,1090,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000254,황간시외버스공동정류소,황간,충청북도 영동군 황간면 마산리 2-4,"043-742-4015","","","","","0","4",392556,402776,"11050",충청북도 영동군 황간면 영동황간로 1716-1,1091,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000255,부산서부버스터미널,부산서부,부산광역시 사상구 괘법동 533-1,"1577-8301","","","",http://www.busantr.com/,"0","4",489684,285379,"7000",부산광역시 사상구 사상로 201,1092,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000256,김제공용버스터미널,김제,전라북도 김제시 요촌동 47-24,"1688-6341","","","","","0","4",300211,356511,"9020",전라북도 김제시 동서로 241,1093,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000257,진해시외버스정류장,진해,경상남도 창원시 진해구 인의동 24-3,"055-547-8424","","","","","0","4",460467,283073,"7090",경상남도 창원시 진해구 태평로34번길 17,1094,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000258,하남시버스환승공영차고지,하남,경기도 하남시 창우동 224-1,"031-8027-3911","","","","","0","4",332142,548794,"1070",경기도 하남시 창우로 146,1095,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000259,다시공영버스터미널,다시,전라남도 나주시 다시면 월태리 494-47,"061-335-4211","","","","","0","4",276071,269878,"5020",전라남도 나주시 다시면 영산로 4526,1096,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000275,문산고속버스정류소,문산,경기도 파주시 문산읍 문산리,"","","","","","0","4",293457,584535,"1150",,1097,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000289,광명종합터미널,광명,경기도 광명시 일직동 171-1,"02-897-0799","","","","","0","4",301585,535747,"1160",경기도 광명시 광명역로 51,1098,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000290,고양종합터미널,고양,경기도 고양시 일산동구 백석동 1242,"1688-2113","","","","","0","4",293400,560758,"1020",경기도 고양시 일산동구 중앙로 1036,1099,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000291,광주송정역시외버스정류소,광주송정,광주광역시 광산구 상무대로 201,"","","","","","0","4",289997,282642,"5000",광주광역시 광산구 상무대로 201,1100,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000292,영덕터미널,영덕,경상북도 영덕군 영덕읍 덕곡리 248-3,"054-732-7673","","","","","0","4",523292,424627,"4150",경상북도 영덕군 영덕읍 군청길 58,1101,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000293,운정시외버스정류장,운정,경기도 파주시 와동동,"","","","","","0","4",291438,569982,"1150",,1102,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000294,부천종합터미널,부천,경기도 부천시 상동 539-1,"032-719-2158","","","",http://buspia.co.kr/terminal/bucheon/main.php,"0","4",290243,545339,"1050",경기도 부천시 송내대로 239,1103,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000295,향남환승터미널,향남,경기도 화성시 향남읍 행정리 472-1,"031-8059-4817","","","",http://www.buspia.co.kr/terminal/hyangnam/main.php,"0","4",304406,504017,"1230",경기도 화성시 향남읍 향남로 424,1104,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000296,대전도룡고속시외버스정류장,도룡동,대전광역시 유성구 도룡동 401-2,"042-862-1114","","","","","0","4",344350,421065,"3000",대전광역시 유성구 대덕대로 634,1105,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000297,밀양시외버스터미널,밀양,경상남도 밀양시 내이동 1187-1,"1688-6007","","","","","0","4",467665,322410,"7040",경상남도 밀양시 북성로 7,1106,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
4000298,동대구터미널,동대구,대구광역시 동구 신천동 1506,"1666-3700","","","","","0","4",457102,364437,"4000",대구광역시 동구 동부로 149,1107,I,"20191127122825","20191210023800","20191210023813",F,ptp_tx_191210143800001000
